text,num,fname,lett,gender
Шамсудинович,751,Шамсудин,Ш,m
Нуриевич,751,Нурий,Н,m
Кондратьевна,751,Кондратий,К,f
Курбановна,749,Курбан,К,f
Рушанович,749,Рушан,Р,m
Магомедгаджиевич,748,,М,m
Галеевич,748,Галей,Г,m
Исхаковна,747,Исхак,И,f
Шарифович,746,Шариф,Ш,m
Хабибович,746,Хабиб,Х,m
Магсумович,745,Магсум,М,m
Заурбекович,745,Заурбек,З,m
Кадырович,741,Кадыр,К,m
Габдрахманович,741,Габдрахман,Г,m
Саркисовна,733,Саркис,С,f
Нурмагомедович,733,Нурмагомед,Н,m
Эммануилович,733,Эммануил,Э,m
Анверович,732,Анвер,А,m
Закиевна,732,Закий,З,f
Казимировна,732,Казимир,К,f
Булатовна,731,Булат,Б,f
Гурьевна,728,Гурий,Г,f
Масгутович,727,Масгут,М,m
Тельманович,724,Тельман,Т,m
Юсиф Оглы,723,,Ю,m
Теймуразович,723,Теймураз,Т,m
Фоминична,722,,Ф,f
Федосеевич,722,Федосей,Ф,m
Размиковна,721,Размик,Р,f
Ренатовна,720,Ренат,Р,f
Зарифович,719,Зариф,З,m
Артаваздович,717,Артавазд,А,m
Климович,716,Клим,К,m
Ибрагим Оглы,714,,И,m
Максутович,710,Максут,М,m
Ирикович,710,Ирик,И,m
Шакировна,709,Шакир,Ш,f
Артемьевна,708,Артемий,А,f
Юриевич,707,Юрий,Ю,m
Рамзанович,706,Рамзан,Р,m
Мефодьевич,705,Мефодий,М,m
Вагиф Оглы,704,,В,m
Халидович,702,Халид,Х,m
Эльдарович,701,Эльдар,Э,m
Прохорович,701,Прохор,П,m
Ахнафович,701,Ахнаф,А,m
Норайрович,700,Норайр,Н,m
Вольдемарович,700,Вольдемар,В,m
Фуатович,699,Фуат,Ф,m
Бадмаевич,698,,Б,m
Мидхатовна,695,Мидхат,М,f
Анисимовна,694,Анисим,А,f
Аркадиевич,694,Аркадий,А,m
Сабитович,693,Сабит,С,m
Ниязович,693,Нияз,Н,m
Ревазович,692,Реваз,Р,m
Ишханович,690,Ишхан,И,m
Османовна,681,Осман,О,f
Ильсурович,680,Ильсур,И,m
Гургеновна,679,Гурген,Г,f
Шаукатович,678,Шаукат,Ш,m
Муса Оглы,676,,М,m
Фроловна,676,Фрол,Ф,f
Рамисович,675,Рамис,Р,m
Галимзяновна,673,Галимзян,Г,f
Даниилович,673,Даниил,Д,m
Вагаршакович,672,Вагаршак,В,m
Фридриховна,672,Фридрих,Ф,f
Тимуровна,669,Тимур,Т,f
Рустэмович,668,Рустэм,Р,m
Рифатовна,666,Рифат,Р,f
Муртазалиевич,666,,М,m
Мнацаканович,666,Мнацакан,М,m
Анасовна,665,Анас,А,f
Флюровна,662,Флюр,Ф,f
Ахмед Оглы,660,,А,m
Эльбрусович,659,Эльбрус,Э,m
Адгамович,658,Адгам,А,m
Арамовна,656,Арам,А,f
Натанович,656,Натан,Н,m
Магамедович,656,Магамед,М,m
Мулланурович,654,Мулланур,М,m
Андроникович,653,Андроник,А,m
Фанильевич,649,,Ф,m
Викентьевна,649,Викентий,В,f
Шавкатовна,649,Шавкат,Ш,f
Гавриилович,648,Гавриил,Г,m
Усмановна,648,Усман,У,f
Арутюновна,646,Арутюн,А,f
Самуиловна,645,Самуил,С,f
Марсельевич,644,,М,m
Владимиpович,644,,,m
Виталиевна,643,Виталий,В,f
Хамидовна,639,Хамид,Х,f
Мазитович,638,Мазит,М,m
Фатиховна,637,Фатих,Ф,f
Расуловна,637,Расул,Р,f
Поликарповна,636,Поликарп,П,f
Юлианович,636,Юлиан,Ю,m
Леоновна,635,Леон,Л,f
Радионович,634,Радион,Р,m
Бахтиярович,633,Бахтияр,Б,m
Назифович,632,Назиф,Н,m
Зайнуллович,632,Зайнулл,З,m
Мухарбекович,630,Мухарбек,М,m
Анисович,630,Анис,А,m
Генадьевна,628,Генадий,Г,f
Абдулхаевич,628,Абдулхай,А,m
Абдурахмановна,627,Абдурахман,А,f
Баирович,627,Баир,Б,m
Даудович,623,Дауд,Д,m
Оганесовна,622,Оганес,О,f
Шамиловна,621,Шамил,Ш,f
Саидовна,621,Саид,С,f
Накипович,621,Накип,Н,m
Ханифовна,620,Ханиф,Х,f
Рэмович,619,Рэм,Р,m
Керимович,617,Керим,К,m
Садыкович,617,Садык,С,m
Платоновна,616,Платон,П,f
Арменовна,616,Армен,А,f
Фагимовна,615,Фагим,Ф,f
Нажмудинович,614,Нажмудин,Н,m
Капитонович,614,Капитон,К,m
Абузарович,611,Абузар,А,m
Оттович,611,,О,m
Мударисовна,610,Мударис,М,f
Муссаевич,609,,М,m
Доржиевич,608,,Д,m
Абдурашидович,608,Абдурашид,А,m
Халитовна,607,Халит,Х,f
Энверовна,607,Энвер,Э,f
Тамазович,607,Тамаз,Т,m
Никандровна,606,Никандр,Н,f
Галимьянович,606,Галимьян,Г,m
Джемалович,604,Джемал,Д,m
Нилович,604,Нил,Н,m
Сафарович,603,Сафар,С,m
Рамилович,603,Рамил,Р,m
Анушаванович,600,Анушаван,А,m
Нурулловна,599,Нурулл,Н,f
Серверович,599,Сервер,С,m
Корнеевич,598,Корней,К,m
Алимовна,598,Алим,А,f
Саввич,594,,С,m
Яхьяевич,593,,Я,m
Билялович,592,Билял,Б,m
Абдуловна,592,Абдул,А,f
Нодариевич,591,Нодарий,Н,m
Харитоновна,590,Харитон,Х,f
Гумаровна,588,Гумар,Г,f
Мушегович,588,Мушег,М,m
Евстафьевна,588,Евстафий,Е,f
Прохоровна,588,Прохор,П,f
Абубакарович,587,Абубакар,А,m
Гагиковна,587,Гагик,Г,f
Филимонович,587,Филимон,Ф,m
Лукманович,587,Лукман,Л,m
Алаудинович,586,Алаудин,А,m
Лукьяновна,585,Лукьян,Л,f
Алексанович,585,Алексан,А,m
Халимовна,584,Халим,Х,f
Сурикович,584,Сурик,С,m
Витольдович,583,Витольд,В,m
Вагизовна,582,Вагиз,В,f
Афонасьевна,581,Афонасий,А,f
Вахидович,580,Вахид,В,m
Багратович,580,Баграт,Б,m
Акоповна,579,Акоп,А,f
Алибекович,579,Алибек,А,m
Мартынович,579,Мартын,М,m
Азаматович,578,Азамат,А,m
Климентьевна,578,Климентий,К,f
Ариф Оглы,577,,А,m
Нургалиевна,576,Нургалий,Н,f
Аскарович,576,Аскар,А,m
Леонардовна,575,Леонард,Л,f
Феодосьевич,575,Феодосий,Ф,m
Габдулловна,572,Габдулл,Г,f
Эриковна,572,Эрик,Э,f
Вагифович,571,Вагиф,В,m
Ровшанович,570,Ровшан,Р,m
Оскарович,570,Оскар,О,m
Шагенович,568,Шаген,Ш,m
Вилорьевич,568,Вилорий,В,m
Кузьмовна,568,,К,f
Тимерханович,567,Тимерхан,Т,m
Магомедалиевич,566,,М,m
Байрам Оглы,566,,Б,m
Фанилевна,565,Фаниль,Ф,f
Орестович,565,Орест,О,m
Сидоровна,564,Сидор,С,f
Илдусович,563,Илдус,И,m
Эрнестовна,562,Эрнест,Э,f
Фазылович,561,Фазыл,Ф,m
Аршавирович,561,Аршавир,А,m
Радифович,561,Радиф,Р,m
Фатыховна,560,Фатых,Ф,f
Радиевич,557,Радий,Р,m
Гегамович,557,Гегам,Г,m
Гасановна,557,Гасан,Г,f
Агванович,556,Агван,А,m
Асанович,556,Асан,А,m
Ралифович,556,Ралиф,Р,m
Рафгатович,556,Рафгат,Р,m
Таймуразовна,555,Таймураз,Т,f
Явдатович,553,Явдат,Я,m
Линарович,553,Линар,Л,m
Мкртичович,552,Мкртич,М,m
Маликовна,552,Малик,М,f
Масхутович,551,Масхут,М,m
Ювенальевич,551,Ювеналий,Ю,m
Багаудинович,549,Багаудин,Б,m
Рувимович,548,Рувим,Р,m
Загирович,547,Загир,З,m
Хоренович,546,Хорен,Х,m
Александpович,546,,,m
Юсуфовна,545,Юсуф,Ю,f
Никитовна,545,Никит,Н,f
Ильгизаровна,544,Ильгизар,И,f
Абуевич,544,,А,m
Арсланович,543,Арслан,А,m
Джалилович,542,Джалил,Д,m
Арифович,541,Ариф,А,m
Хакимовна,541,Хаким,Х,f
Искандаровна,540,Искандар,И,f
Вильевна,539,Вилий,В,f
Амирханович,539,Амирхан,А,m
Назиповна,539,Назип,Н,f
Рифхатович,539,Рифхат,Р,m
Эвальдович,537,Эвальд,Э,m
Дементьевич,535,Дементий,Д,m
Мухарбиевич,535,Мухарбий,М,m
Акакиевич,534,Акакий,А,m
Данисович,532,Данис,Д,m
Рахимовна,532,Рахим,Р,f
Хасянович,532,Хасян,Х,m
Аршалуйсович,531,Аршалуйс,А,m
Вацлавович,531,Вацлав,В,m
Исаковна,531,Исак,И,f
Варисович,531,Варис,В,m
Меджидович,530,Меджид,М,m
Мирзаевич,529,,М,m
Магомед Оглы,528,,М,m
Орудж Оглы,528,,О,m
Рафаилевна,527,Рафаиль,Р,f
Иршатович,527,Иршат,И,m
Мартиросович,526,Мартирос,М,m
Модестович,525,Модест,М,m
Мисакович,523,Мисак,М,m
Алмазович,523,Алмаз,А,m
Василович,523,Васил,В,m
Варужанович,522,Варужан,В,m
Ильфатович,521,Ильфат,И,m
Назаровна,521,Назар,Н,f
Жанович,520,Жан,Ж,m
Ульфатович,520,Ульфат,У,m
Осиповна,520,Осип,О,f
Климовна,519,Клим,К,f
Оникович,518,Оник,О,m
Гумеровна,518,Гумер,Г,f
Айдаровна,518,Айдар,А,f
Фаргатович,517,Фаргат,Ф,m
Израилович,517,Израил,И,m
Шахбанович,516,Шахбан,Ш,m
Рафаэловна,516,Рафаэл,Р,f
Лукинична,516,,Л,f
Вальтерович,515,Вальтер,В,m
Мухаметовна,514,Мухамет,М,f
Андриянович,514,Андриян,А,m
Расихович,513,Расих,Р,m
Салимовна,512,Салим,С,f
Важаевич,511,,В,m
Жоржевич,511,,Ж,m
Габбасович,511,Габбас,Г,m
Венедиктовна,510,Венедикт,В,f
Ганиевич,510,Ганий,Г,m
Седракович,509,Седрак,С,m
Ислам Оглы,508,,И,m
Марксович,508,Маркс,М,m
Елисеевич,507,Елисей,Е,m
Камалович,507,Камал,К,m
Аветисович,507,Аветис,А,m
Рабаданович,506,Рабадан,Р,m
Меликович,506,Мелик,М,m
Аюпович,506,Аюп,А,m
Вахаевна,505,,В,f
Марьянович,502,Марьян,М,m
Галимовна,502,Галим,Г,f
Аврамович,501,Аврам,А,m
Шарифуллович,500,Шарифулл,Ш,m
Фаилевич,499,Фаиль,Ф,m
Магеррам Оглы,499,,М,m
Назировна,499,Назир,Н,f
Муслимович,498,Муслим,М,m
Хусаиновна,497,Хусаин,Х,f
Карапетовна,495,Карапет,К,f
Цолакович,494,Цолак,Ц,m
Джамалович,492,Джамал,Д,m
Яхиевич,492,Яхий,Я,m
Погосович,491,Погос,П,m
Хайруллович,491,,Х,m
Грантовна,490,Грант,Г,f
Фаилович,490,Фаил,Ф,m
Айдын Оглы,490,,А,m
Нурбиевич,490,,,m
Куприянович,489,Куприян,К,m
Теодорович,488,Теодор,Т,m
Тофикович,486,Тофик,Т,m
Гарифуллович,486,,Г,m
Спартаковна,486,Спартак,С,f
Ароновна,485,Арон,А,f
Хафизовна,484,Хафиз,Х,f
Вильямович,483,Вильям,В,m
Абдулаевна,483,,А,f
Зелимханович,482,Зелимхан,З,m
Геральдович,481,Геральд,Г,m
Федосеевна,480,Федосей,Ф,f
Вардгесович,480,Вардгес,В,m
